,Facilidade,Clientes,Coord_Clientes,Coord_Facilidade,Coord_cliente_facilidade,Tempo
1736,UPH F. SÃO THOMÉ,Ceasa,"(-21.7178297, -41.3022266)","(-21.8278649, -41.2777749)","((-21.7178297, -41.3022266), (-21.8278649, -41.2777749))",2139
1738,UPH F. SÃO THOMÉ,Chave do Paraíso,"(-21.3949836, -41.4497645)","(-21.8278649, -41.2777749)","((-21.3949836, -41.4497645), (-21.8278649, -41.2777749))",4457
1739,UPH F. SÃO THOMÉ,Igreja Batista em Nova Canaã,"(-21.6541754, -41.31617749999999)","(-21.8278649, -41.2777749)","((-21.6541754, -41.31617749999999), (-21.8278649, -41.2777749))",2667
1740,UPH MORRO DO COCO,Alphaville,"(-21.7711892, -41.3106727)","(-21.378175, -41.3542032)","((-21.7711892, -41.3106727), (-21.378175, -41.3542032))",3440
1741,UPH MORRO DO COCO,Baixa Grande,"(-21.9492435, -41.13520889999999)","(-21.378175, -41.3542032)","((-21.9492435, -41.13520889999999), (-21.378175, -41.3542032))",6029
1742,UPH MORRO DO COCO,Batista Ponto de Coqueiros,"(-21.9074616, -41.1586879)","(-21.378175, -41.3542032)","((-21.9074616, -41.1586879), (-21.378175, -41.3542032))",5628
1743,UPH MORRO DO COCO,Caju,"(-21.7444336, -41.3375268)","(-21.378175, -41.3542032)","((-21.7444336, -41.3375268), (-21.378175, -41.3542032))",2902
1744,UPH MORRO DO COCO,Campo Limpo,"(-21.8595722, -41.2413952)","(-21.378175, -41.3542032)","((-21.8595722, -41.2413952), (-21.378175, -41.3542032))",4833
1745,UPH MORRO DO COCO,CEASA Campos dos G.,"(-21.7178297, -41.3022266)","(-21.378175, -41.3542032)","((-21.7178297, -41.3022266), (-21.378175, -41.3542032))",2592
1746,UPH MORRO DO COCO,Centro,"(-21.760181, -41.32211410000001)","(-21.378175, -41.3542032)","((-21.760181, -41.32211410000001), (-21.378175, -41.3542032))",3157
1747,UPH MORRO DO COCO,Chave do Paraíso de Deus,"(-21.3951104, -41.4486132)","(-21.378175, -41.3542032)","((-21.3951104, -41.4486132), (-21.378175, -41.3542032))",1413
1748,UPH MORRO DO COCO,Codim,"(-21.7106103, -41.2846222)","(-21.378175, -41.3542032)","((-21.7106103, -41.2846222), (-21.378175, -41.3542032))",2504
1749,UPH MORRO DO COCO,Conselheiro Josino,"(-21.5004534, -41.3437979)","(-21.378175, -41.3542032)","((-21.5004534, -41.3437979), (-21.378175, -41.3542032))",1135
1750,UPH MORRO DO COCO,Custodópolis,"(-21.7224988, -41.3097124)","(-21.378175, -41.3542032)","((-21.7224988, -41.3097124), (-21.378175, -41.3542032))",2577
1751,UPH MORRO DO COCO,Donana,"(-21.8211884, -41.2971687)","(-21.378175, -41.3542032)","((-21.8211884, -41.2971687), (-21.378175, -41.3542032))",4166
1752,UPH MORRO DO COCO,Estr. Brejo Grande,"(-21.6869393, -41.2872059)","(-21.378175, -41.3542032)","((-21.6869393, -41.2872059), (-21.378175, -41.3542032))",2510
1753,UPH MORRO DO COCO,Estr. Bulgalho,"(-21.8392734, -41.2388999)","(-21.378175, -41.3542032)","((-21.8392734, -41.2388999), (-21.378175, -41.3542032))",4834
1754,UPH MORRO DO COCO,Goytacazes,"(-21.8322841, -41.2683545)","(-21.378175, -41.3542032)","((-21.8322841, -41.2683545), (-21.378175, -41.3542032))",4475
1755,UPH MORRO DO COCO,Guriri,"(-21.9089274, -41.4696266)","(-21.378175, -41.3542032)","((-21.9089274, -41.4696266), (-21.378175, -41.3542032))",5048
1756,UPH MORRO DO COCO,Horto,"(-21.7623448, -41.2984828)","(-21.378175, -41.3542032)","((-21.7623448, -41.2984828), (-21.378175, -41.3542032))",3361
1757,UPH MORRO DO COCO,Ibitioca,"(-21.8202798, -41.4690847)","(-21.378175, -41.3542032)","((-21.8202798, -41.4690847), (-21.378175, -41.3542032))",4542
1758,UPH MORRO DO COCO,Ips,"(-21.7810256, -41.32185610000001)","(-21.378175, -41.3542032)","((-21.7810256, -41.32185610000001), (-21.378175, -41.3542032))",3555
1759,UPH MORRO DO COCO,Jardim Carioca,"(-21.7471402, -41.3247611)","(-21.378175, -41.3542032)","((-21.7471402, -41.3247611), (-21.378175, -41.3542032))",2909
1760,UPH MORRO DO COCO,Jardim das Acácias,"(-21.7924053, -41.297796)","(-21.378175, -41.3542032)","((-21.7924053, -41.297796), (-21.378175, -41.3542032))",3865
1761,UPH MORRO DO COCO,Jardim São Benenedito (Praça Nilo Peçanha),"(-21.7646615, -41.3219307)","(-21.378175, -41.3542032)","((-21.7646615, -41.3219307), (-21.378175, -41.3542032))",3355
1762,UPH MORRO DO COCO,Lagoa das Pedras,"(-21.6666667, -41.3333333)","(-21.378175, -41.3542032)","((-21.6666667, -41.3333333), (-21.378175, -41.3542032))",2374
1763,UPH MORRO DO COCO,Lagoa de Cima,"(-21.7672222, -41.5169444)","(-21.378175, -41.3542032)","((-21.7672222, -41.5169444), (-21.378175, -41.3542032))",5166
1764,UPH MORRO DO COCO,Lapa,"(-21.7563171, -41.3128812)","(-21.378175, -41.3542032)","((-21.7563171, -41.3128812), (-21.378175, -41.3542032))",3112
1765,UPH MORRO DO COCO,Mineiros,"(-21.8800211, -41.2210236)","(-21.378175, -41.3542032)","((-21.8800211, -41.2210236), (-21.378175, -41.3542032))",5085
1766,UPH MORRO DO COCO,Nova Brasília,"(-21.7441893, -41.3581852)","(-21.378175, -41.3542032)","((-21.7441893, -41.3581852), (-21.378175, -41.3542032))",3239
1767,UPH MORRO DO COCO,Nova Campos,"(-21.7217011, -41.3103395)","(-21.378175, -41.3542032)","((-21.7217011, -41.3103395), (-21.378175, -41.3542032))",2550
1768,UPH MORRO DO COCO,Novo Jockey,"(-21.7792586, -41.2780066)","(-21.378175, -41.3542032)","((-21.7792586, -41.2780066), (-21.378175, -41.3542032))",3797
1769,UPH MORRO DO COCO,Parque Aeroporto,"(-21.6969147, -41.307831)","(-21.378175, -41.3542032)","((-21.6969147, -41.307831), (-21.378175, -41.3542032))",2405
1770,UPH MORRO DO COCO,Parque Aldeia,"(-21.7254055, -41.332284)","(-21.378175, -41.3542032)","((-21.7254055, -41.332284), (-21.378175, -41.3542032))",2864
1771,UPH MORRO DO COCO,Parque Alvorada,"(-21.7429556, -41.3184913)","(-21.378175, -41.3542032)","((-21.7429556, -41.3184913), (-21.378175, -41.3542032))",2888
1772,UPH MORRO DO COCO,Parque Alzira Vargas,"(-21.7656981, -41.3252314)","(-21.378175, -41.3542032)","((-21.7656981, -41.3252314), (-21.378175, -41.3542032))",3312
1773,UPH MORRO DO COCO,Parque Aurora,"(-21.7788905, -41.3235073)","(-21.378175, -41.3542032)","((-21.7788905, -41.3235073), (-21.378175, -41.3542032))",3587
1774,UPH MORRO DO COCO,Parque Avenida Pelinca,"(-21.7604812, -41.3320547)","(-21.378175, -41.3542032)","((-21.7604812, -41.3320547), (-21.378175, -41.3542032))",3126
1775,UPH MORRO DO COCO,Parque Bandeirantes,"(-21.7213412, -41.309035)","(-21.378175, -41.3542032)","((-21.7213412, -41.309035), (-21.378175, -41.3542032))",2579
1776,UPH MORRO DO COCO,Parque Bela Vista,"(-21.7984896, -41.2968969)","(-21.378175, -41.3542032)","((-21.7984896, -41.2968969), (-21.378175, -41.3542032))",3899
1777,UPH MORRO DO COCO,Parque Boa Vista,"(-21.6943045, -41.3184913)","(-21.378175, -41.3542032)","((-21.6943045, -41.3184913), (-21.378175, -41.3542032))",2406
1778,UPH MORRO DO COCO,Parque Bonsucesso,"(-21.7209727, -41.3145352)","(-21.378175, -41.3542032)","((-21.7209727, -41.3145352), (-21.378175, -41.3542032))",2483
1779,UPH MORRO DO COCO,Parque Calabouco,"(-21.7372533, -41.3172373)","(-21.378175, -41.3542032)","((-21.7372533, -41.3172373), (-21.378175, -41.3542032))",2806
1780,UPH MORRO DO COCO,Parque Califórnia,"(-21.759319, -41.306149)","(-21.378175, -41.3542032)","((-21.759319, -41.306149), (-21.378175, -41.3542032))",3247
1781,UPH MORRO DO COCO,Parque Cidade Luz,"(-21.722603, -41.3319192)","(-21.378175, -41.3542032)","((-21.722603, -41.3319192), (-21.378175, -41.3542032))",2937
1782,UPH MORRO DO COCO,Parque Conselheiro Tomaz Coelho,"(-21.7544774, -41.3286465)","(-21.378175, -41.3542032)","((-21.7544774, -41.3286465), (-21.378175, -41.3542032))",3064
1783,UPH MORRO DO COCO,Parque Corrientes,"(-21.7454786, -41.3534142)","(-21.378175, -41.3542032)","((-21.7454786, -41.3534142), (-21.378175, -41.3542032))",3197
1784,UPH MORRO DO COCO,Parque do Prado,"(-21.7955985, -41.2952869)","(-21.378175, -41.3542032)","((-21.7955985, -41.2952869), (-21.378175, -41.3542032))",3950
1785,UPH MORRO DO COCO,Parque Dom Bosco,"(-21.7608174, -41.3379783)","(-21.378175, -41.3542032)","((-21.7608174, -41.3379783), (-21.378175, -41.3542032))",3175
1786,UPH MORRO DO COCO,Parque dos Rodoviários,"(-21.7557367, -41.34665940000001)","(-21.378175, -41.3542032)","((-21.7557367, -41.34665940000001), (-21.378175, -41.3542032))",3082
1787,UPH MORRO DO COCO,Parque Dr. Beda,"(-21.7838389, -41.3220171)","(-21.378175, -41.3542032)","((-21.7838389, -41.3220171), (-21.378175, -41.3542032))",3623
1788,UPH MORRO DO COCO,Parque Eldorado,"(-21.7148183, -41.3031301)","(-21.378175, -41.3542032)","((-21.7148183, -41.3031301), (-21.378175, -41.3542032))",2502
1789,UPH MORRO DO COCO,Parque Esplanada,"(-21.7466603, -41.3630875)","(-21.378175, -41.3542032)","((-21.7466603, -41.3630875), (-21.378175, -41.3542032))",3363
1790,UPH MORRO DO COCO,Parque Fazenda Grande,"(-21.7776963, -41.3122208)","(-21.378175, -41.3542032)","((-21.7776963, -41.3122208), (-21.378175, -41.3542032))",3531
1791,UPH MORRO DO COCO,Parque Fazendinha Campos dos G.,"(-21.7614561, -41.3167841)","(-21.378175, -41.3542032)","((-21.7614561, -41.3167841), (-21.378175, -41.3542032))",3148
1792,UPH MORRO DO COCO,Parque Flamboyant,"(-21.7751086, -41.3046953)","(-21.378175, -41.3542032)","((-21.7751086, -41.3046953), (-21.378175, -41.3542032))",3610
1793,UPH MORRO DO COCO,Parque Fundão,"(-21.727279, -41.3283031)","(-21.378175, -41.3542032)","((-21.727279, -41.3283031), (-21.378175, -41.3542032))",2749
1794,UPH MORRO DO COCO,Parque Guarus,"(-21.7210448, -41.32179259999999)","(-21.378175, -41.3542032)","((-21.7210448, -41.32179259999999), (-21.378175, -41.3542032))",2655
1795,UPH MORRO DO COCO,Parque Imperial,"(-21.8038887, -41.30406809999999)","(-21.378175, -41.3542032)","((-21.8038887, -41.30406809999999), (-21.378175, -41.3542032))",4105
1796,UPH MORRO DO COCO,Parque João Maria,"(-21.7739168, -41.3214584)","(-21.378175, -41.3542032)","((-21.7739168, -41.3214584), (-21.378175, -41.3542032))",3530
1797,UPH MORRO DO COCO,Parque João Seixas,"(-21.768398, -41.325772)","(-21.378175, -41.3542032)","((-21.768398, -41.325772), (-21.378175, -41.3542032))",3412
1798,UPH MORRO DO COCO,Parque Jóquei Club,"(-21.7801522, -41.2926106)","(-21.378175, -41.3542032)","((-21.7801522, -41.2926106), (-21.378175, -41.3542032))",3679
1799,UPH MORRO DO COCO,Parque José do Patrocínio,"(-21.7799453, -41.3027016)","(-21.378175, -41.3542032)","((-21.7799453, -41.3027016), (-21.378175, -41.3542032))",3647
1800,UPH MORRO DO COCO,Parque Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.378175, -41.3542032)","((-21.7504512, -41.3525693), (-21.378175, -41.3542032))",3268
1801,UPH MORRO DO COCO,Parque Leopoldina,"(-21.7531904, -41.3429396)","(-21.378175, -41.3542032)","((-21.7531904, -41.3429396), (-21.378175, -41.3542032))",3046
1802,UPH MORRO DO COCO,Parque Maciel,"(-21.7580768, -41.3046953)","(-21.378175, -41.3542032)","((-21.7580768, -41.3046953), (-21.378175, -41.3542032))",3241
1803,UPH MORRO DO COCO,Parque Menezes,"(-21.7894288, -41.2714453)","(-21.378175, -41.3542032)","((-21.7894288, -41.2714453), (-21.378175, -41.3542032))",4061
1804,UPH MORRO DO COCO,Parque Nova Canaã,"(-21.6559772, -41.3151397)","(-21.378175, -41.3542032)","((-21.6559772, -41.3151397), (-21.378175, -41.3542032))",2098
1805,UPH MORRO DO COCO,Parque Novo Mundo,"(-21.725373, -41.3122849)","(-21.378175, -41.3542032)","((-21.725373, -41.3122849), (-21.378175, -41.3542032))",2612
1806,UPH MORRO DO COCO,Parque Oliveira Botelho,"(-21.7604986, -41.3121057)","(-21.378175, -41.3542032)","((-21.7604986, -41.3121057), (-21.378175, -41.3542032))",3176
1807,UPH MORRO DO COCO,Parque Pecuária,"(-21.7371193, -41.3498333)","(-21.378175, -41.3542032)","((-21.7371193, -41.3498333), (-21.378175, -41.3542032))",3279
1808,UPH MORRO DO COCO,Parque Prazeres,"(-21.745628, -41.2999789)","(-21.378175, -41.3542032)","((-21.745628, -41.2999789), (-21.378175, -41.3542032))",3087
1809,UPH MORRO DO COCO,Parque Presidente Juscelino,"(-21.7596981, -41.3459159)","(-21.378175, -41.3542032)","((-21.7596981, -41.3459159), (-21.378175, -41.3542032))",3227
1810,UPH MORRO DO COCO,Parque Presidente Vargas,"(-21.7260655, -41.317008)","(-21.378175, -41.3542032)","((-21.7260655, -41.317008), (-21.378175, -41.3542032))",2673
1811,UPH MORRO DO COCO,Parque Real,"(-21.8366441, -41.2571894)","(-21.378175, -41.3542032)","((-21.8366441, -41.2571894), (-21.378175, -41.3542032))",4708
1812,UPH MORRO DO COCO,Parque Riachuelo,"(-21.7572162, -41.3087929)","(-21.378175, -41.3542032)","((-21.7572162, -41.3087929), (-21.378175, -41.3542032))",3166
1813,UPH MORRO DO COCO,Parque Rio Branco,"(-21.7339535, -41.3100007)","(-21.378175, -41.3542032)","((-21.7339535, -41.3100007), (-21.378175, -41.3542032))",2870
1814,UPH MORRO DO COCO,Parque Rosario,"(-21.7735407, -41.3287998)","(-21.378175, -41.3542032)","((-21.7735407, -41.3287998), (-21.378175, -41.3542032))",3431
1815,UPH MORRO DO COCO,Parque Rui Barbosa,"(-21.7845661, -41.33109779999999)","(-21.378175, -41.3542032)","((-21.7845661, -41.33109779999999), (-21.378175, -41.3542032))",3558
1816,UPH MORRO DO COCO,Parque Salo Brand,"(-21.762943, -41.3046953)","(-21.378175, -41.3542032)","((-21.762943, -41.3046953), (-21.378175, -41.3542032))",3307
1817,UPH MORRO DO COCO,Parque Santa Clara,"(-21.7355396, -41.3128479)","(-21.378175, -41.3542032)","((-21.7355396, -41.3128479), (-21.378175, -41.3542032))",2794
1818,UPH MORRO DO COCO,Parque Santa Helena,"(-21.7317869, -41.3272689)","(-21.378175, -41.3542032)","((-21.7317869, -41.3272689), (-21.378175, -41.3542032))",2835
1819,UPH MORRO DO COCO,Parque Santa Rosa,"(-21.7266046, -41.2998911)","(-21.378175, -41.3542032)","((-21.7266046, -41.2998911), (-21.378175, -41.3542032))",2809
1820,UPH MORRO DO COCO,Parque Santo Amaro,"(-21.7638038, -41.3393716)","(-21.378175, -41.3542032)","((-21.7638038, -41.3393716), (-21.378175, -41.3542032))",3273
1821,UPH MORRO DO COCO,Parque Santo Antônio,"(-21.742082, -41.3268346)","(-21.378175, -41.3542032)","((-21.742082, -41.3268346), (-21.378175, -41.3542032))",2833
1822,UPH MORRO DO COCO,Parque Santos Dumont,"(-21.6869265, -41.3147291)","(-21.378175, -41.3542032)","((-21.6869265, -41.3147291), (-21.378175, -41.3542032))",2314
1823,UPH MORRO DO COCO,Parque São Caetano,"(-21.7580002, -41.3428678)","(-21.378175, -41.3542032)","((-21.7580002, -41.3428678), (-21.378175, -41.3542032))",3192
1824,UPH MORRO DO COCO,Parque São Domingos,"(-21.7268664, -41.3053224)","(-21.378175, -41.3542032)","((-21.7268664, -41.3053224), (-21.378175, -41.3542032))",2790
1825,UPH MORRO DO COCO,Parque São José,"(-21.7259022, -41.3330687)","(-21.378175, -41.3542032)","((-21.7259022, -41.3330687), (-21.378175, -41.3542032))",2885
1826,UPH MORRO DO COCO,Parque São Mateus,"(-21.7163376, -41.314237)","(-21.378175, -41.3542032)","((-21.7163376, -41.314237), (-21.378175, -41.3542032))",2503
1827,UPH MORRO DO COCO,Parque São Silvestre,"(-21.7124775, -41.3037914)","(-21.378175, -41.3542032)","((-21.7124775, -41.3037914), (-21.378175, -41.3542032))",2458
1828,UPH MORRO DO COCO,Parque Tamandaré,"(-21.7560324, -41.3380643)","(-21.378175, -41.3542032)","((-21.7560324, -41.3380643), (-21.378175, -41.3542032))",3102
1829,UPH MORRO DO COCO,Parque Tarcísio Miranda,"(-21.7816047, -41.3044567)","(-21.378175, -41.3542032)","((-21.7816047, -41.3044567), (-21.378175, -41.3542032))",3726
1830,UPH MORRO DO COCO,Parque Tropical,"(-21.8147625, -41.3003049)","(-21.378175, -41.3542032)","((-21.8147625, -41.3003049), (-21.378175, -41.3542032))",4164
1831,UPH MORRO DO COCO,Parque Turf Club,"(-21.7691851, -41.3094894)","(-21.378175, -41.3542032)","((-21.7691851, -41.3094894), (-21.378175, -41.3542032))",3426
1832,UPH MORRO DO COCO,Parque Varanda do Visconde,"(-21.8057227, -41.2998133)","(-21.378175, -41.3542032)","((-21.8057227, -41.2998133), (-21.378175, -41.3542032))",4135
1833,UPH MORRO DO COCO,Parque Vera Cruz,"(-21.7360076, -41.32915)","(-21.378175, -41.3542032)","((-21.7360076, -41.32915), (-21.378175, -41.3542032))",2864
1834,UPH MORRO DO COCO,Parque Vicente Gonçalves Dias,"(-21.7494167, -41.3172373)","(-21.378175, -41.3542032)","((-21.7494167, -41.3172373), (-21.378175, -41.3542032))",2974
1835,UPH MORRO DO COCO,Penha,"(-21.7925146, -41.2833674)","(-21.378175, -41.3542032)","((-21.7925146, -41.2833674), (-21.378175, -41.3542032))",4059
1836,UPH MORRO DO COCO,Pernambuca,"(-21.8075866, -41.49712479999999)","(-21.378175, -41.3542032)","((-21.8075866, -41.49712479999999), (-21.378175, -41.3542032))",4985
1837,UPH MORRO DO COCO,Poço Gordo,"(-21.8329253, -41.2275795)","(-21.378175, -41.3542032)","((-21.8329253, -41.2275795), (-21.378175, -41.3542032))",4752
1838,UPH MORRO DO COCO,Ponta da Lama,"(-21.8370393, -41.4279283)","(-21.378175, -41.3542032)","((-21.8370393, -41.4279283), (-21.378175, -41.3542032))",4223
1839,UPH MORRO DO COCO,Ponte de Coqueiros de Tócos,"(-21.8855681, -41.3109986)","(-21.378175, -41.3542032)","((-21.8855681, -41.3109986), (-21.378175, -41.3542032))",4795
1840,UPH MORRO DO COCO,Rio Preto,"(-21.7256414938058, -41.56115161423796)","(-21.378175, -41.3542032)","((-21.7256414938058, -41.56115161423796), (-21.378175, -41.3542032))",5147
1841,UPH MORRO DO COCO,Santa Ana,"(-21.6320294, -41.2526158)","(-21.378175, -41.3542032)","((-21.6320294, -41.2526158), (-21.378175, -41.3542032))",2712
1842,UPH MORRO DO COCO,Santa Cruz,"(-21.7260788, -41.4043264)","(-21.378175, -41.3542032)","((-21.7260788, -41.4043264), (-21.378175, -41.3542032))",3681
1843,UPH MORRO DO COCO,São Martinho,"(-22.0103593, -41.210161)","(-21.378175, -41.3542032)","((-22.0103593, -41.210161), (-21.378175, -41.3542032))",6127
1844,UPH MORRO DO COCO,São Sebastião de Campos,"(-21.8551344, -41.2114491)","(-21.378175, -41.3542032)","((-21.8551344, -41.2114491), (-21.378175, -41.3542032))",5118
1845,UPH MORRO DO COCO,Saturnino Braga,"(-21.8882808, -41.1980852)","(-21.378175, -41.3542032)","((-21.8882808, -41.1980852), (-21.378175, -41.3542032))",5396
1846,UPH MORRO DO COCO,Tapera,"(-21.788252, -41.3936825)","(-21.378175, -41.3542032)","((-21.788252, -41.3936825), (-21.378175, -41.3542032))",3784
1847,UPH MORRO DO COCO,Terra Prometida,"(-21.7139788, -41.2798345)","(-21.378175, -41.3542032)","((-21.7139788, -41.2798345), (-21.378175, -41.3542032))",2668
1848,UPH MORRO DO COCO,Tocos,"(-21.9007729, -41.2831951)","(-21.378175, -41.3542032)","((-21.9007729, -41.2831951), (-21.378175, -41.3542032))",5128
1849,UPH MORRO DO COCO,Travessão,"(-21.6070678, -41.3126835)","(-21.378175, -41.3542032)","((-21.6070678, -41.3126835), (-21.378175, -41.3542032))",1753
1850,UPH MORRO DO COCO,Ururai,"(-21.8117267, -41.3924302)","(-21.378175, -41.3542032)","((-21.8117267, -41.3924302), (-21.378175, -41.3542032))",3955
1851,UPH MORRO DO COCO,Venda Nova,"(-21.7806964, -41.1893024)","(-21.378175, -41.3542032)","((-21.7806964, -41.1893024), (-21.378175, -41.3542032))",4579
1852,UPH MORRO DO COCO,Vila da Rainha,"(-21.7700086, -41.293405)","(-21.378175, -41.3542032)","((-21.7700086, -41.293405), (-21.378175, -41.3542032))",3715
1853,UPH MORRO DO COCO,Vila Industrial,"(-21.7156956, -41.2950799)","(-21.378175, -41.3542032)","((-21.7156956, -41.2950799), (-21.378175, -41.3542032))",2630
1854,UPH MORRO DO COCO,Vila Manhães,"(-21.7915221, -41.2745829)","(-21.378175, -41.3542032)","((-21.7915221, -41.2745829), (-21.378175, -41.3542032))",4110
1855,UPH MORRO DO COCO,Av. Dom Bosco,"(-21.7591468, -41.3400034)","(-21.378175, -41.3542032)","((-21.7591468, -41.3400034), (-21.378175, -41.3542032))",3114
1857,UPH MORRO DO COCO,Estr. Poço Gordo,"(-21.830839, -41.2308837)","(-21.378175, -41.3542032)","((-21.830839, -41.2308837), (-21.378175, -41.3542032))",4717
1858,UPH MORRO DO COCO,Igreja Batista Jardim Ceasa,"(-21.7178297, -41.3022266)","(-21.378175, -41.3542032)","((-21.7178297, -41.3022266), (-21.378175, -41.3542032))",2592
1860,UPH MORRO DO COCO,Paraiso da Benção,"(-21.760452, -41.3266466)","(-21.378175, -41.3542032)","((-21.760452, -41.3266466), (-21.378175, -41.3542032))",3281
1861,UPH MORRO DO COCO,Parque Barão do Rio Branco,"(-21.7336254, -41.3117783)","(-21.378175, -41.3542032)","((-21.7336254, -41.3117783), (-21.378175, -41.3542032))",2820
1863,UPH MORRO DO COCO,Pernambucanas,"(-21.7543225, -41.3487367)","(-21.378175, -41.3542032)","((-21.7543225, -41.3487367), (-21.378175, -41.3542032))",3275
1864,UPH MORRO DO COCO,Ponto da Lama,"(-21.8370393, -41.4279283)","(-21.378175, -41.3542032)","((-21.8370393, -41.4279283), (-21.378175, -41.3542032))",4223
1865,UPH MORRO DO COCO,Av. Pelinca,"(-21.7595963, -41.3341974)","(-21.378175, -41.3542032)","((-21.7595963, -41.3341974), (-21.378175, -41.3542032))",3156
1866,UPH MORRO DO COCO,Av. Santa Rosa,"(-21.726035, -41.3080528)","(-21.378175, -41.3542032)","((-21.726035, -41.3080528), (-21.378175, -41.3542032))",2673
1867,UPH MORRO DO COCO,Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.378175, -41.3542032)","((-21.7504512, -41.3525693), (-21.378175, -41.3542032))",3268
1868,UPH MORRO DO COCO,Parque Canaã,"(-21.6568988, -41.313475)","(-21.378175, -41.3542032)","((-21.6568988, -41.313475), (-21.378175, -41.3542032))",2071
1869,UPH MORRO DO COCO,Parque Ceasa,"(-21.7206644, -41.2996777)","(-21.378175, -41.3542032)","((-21.7206644, -41.2996777), (-21.378175, -41.3542032))",2661
1870,UPH MORRO DO COCO,Praça do Flamboyant 1,"(-21.7725578, -41.3072573)","(-21.378175, -41.3542032)","((-21.7725578, -41.3072573), (-21.378175, -41.3542032))",3518
1871,UPH MORRO DO COCO,Rua Paraíso,"(-21.7229953, -41.3250517)","(-21.378175, -41.3542032)","((-21.7229953, -41.3250517), (-21.378175, -41.3542032))",2731
